"","node1","node2","length","startLat","startLon","endLat","endLon","endNodeL","startNodeL","startYear","endYear","treeID","tipLabel"
"140",374,368,0.004133825137,50.6108323958379,5.60387935522628,50.6284653405993,5.85410772075234,0.049703825137,0.04557,2020.80460934426,2020.8087431694,410000000,"hCoV-19/Belgium/ULG-10557/2020|EPI_ISL_626268|2020-10-23|Europe"
"141",375,376,0.000940000000000003,50.6120863866995,5.60347619692872,50.5473632627953,5.38000299313782,0.04723,0.04629,2020.80532934426,2020.80626934426,410000000,NA
"142",375,369,0.003413825137,50.6120863866995,5.60347619692872,50.624476238271,5.59643698053705,0.049703825137,0.04629,2020.80532934426,2020.8087431694,410000000,"hCoV-19/Belgium/ULG-10515/2020|EPI_ISL_626331|2020-10-23|Europe"
"143",376,370,0.01067054645,50.5473632627953,5.38000299313782,50.5438534344152,5.38232144724287,0.05790054645,0.04723,2020.80626934426,2020.81693989071,410000000,"hCoV-19/Belgium/ULG-10714/2020|EPI_ISL_636685|2020-10-26|Europe"
"144",376,371,0.01067054645,50.5473632627953,5.38000299313782,50.5712113842007,5.4243337281521,0.05790054645,0.04723,2020.80626934426,2020.81693989071,410000000,"hCoV-19/Belgium/ULG-10709/2020|EPI_ISL_636680|2020-10-26|Europe"
"145",397,379,0.04973382514,50.5495431473239,5.33280216950681,50.5668979158271,5.33022769793464,0.15877382514,0.10904,2020.75900934426,2020.8087431694,410000000,"hCoV-19/Belgium/ULG-10579/2020|EPI_ISL_626324|2020-10-23|Europe"
"147",433,434,0.1394,50.5869664863544,5.28142663148967,50.5223948731503,5.3095687882842,0.1394,0,2020.66731934426,2020.80671934426,410000000,NA
"148",434,421,0.01022054645,50.5223948731503,5.3095687882842,50.5233956023885,5.30659978701522,0.14962054645,0.1394,2020.80671934426,2020.81693989071,410000000,"hCoV-19/Belgium/ULG-10678/2020|EPI_ISL_636651|2020-10-26|Europe"
"149",434,422,0.002023825137,50.5223948731503,5.3095687882842,50.5502758963804,5.80869287580121,0.141423825137,0.1394,2020.80671934426,2020.8087431694,410000000,"hCoV-19/Belgium/ULG-10541/2020|EPI_ISL_626299|2020-10-23|Europe"
"151",541,552,0.0015,50.5664471626615,5.37111698981594,50.5678024312121,5.37089482962,0.00209999999999999,0.000599999999999989,2020.64757934423,2020.64907934423,410000000,NA
